id,line_id,firm,org,neworg,finalorg,mission,category,issue,comments,amlawrank
,,Sedgwick Detert Moran and Arnold,The Children's Justice Project,,The Children's Justice Project,The Children's Justice Project (CJP) was founded in the spring of 2002 by three law students Sarah Helvey Hannah Renfro and Notesong Srisopark Thompson.æ Their mission was to promote justice for children through interdisciplinary teaching scholarship and service. æSarah Hannah and Notesong established CJP as a dynamic student organization that contributed to the law student community by hosting speakers sending students to national conferences and establishing a successful fellowship program for students doing legal work on behalf of children. æSince its founding CJP has grown stronger every year.ææ,3,Children,,135
,,Sedgwick Detert Moran and Arnold,The Public Law Center,Public Law Center,Public Law Center,The Public Law Center (PLC) Orange County's pro bono law firm is committed to providing access to justice for low income residents. Through volunteers and staff PLC provides free civil legal services including counseling individual representation community education and strategic litigation and advocacy to challenge societal injustices.,2,Legal Services,,135
,,Sedgwick Detert Moran and Arnold,Volunteer Legal Services Foundation,Chicago Volunteer Legal Services,Chicago Volunteer Legal Services,To coordinate promote and support the involvement of the legal community in the voluntary pro bono representation of individual clients from the ranks of the Chicago areaÍs poor and working poor. To serve the working poor one client at a time.,2,Legal Services,,135
271,681,Shearman & Sterling,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,13
271,679,Shearman & Sterling,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,13
271,680,Shearman & Sterling,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,13
271,678,Shearman & Sterling,Lawyers without Borders,,Lawyers without Borders,Lawyers Without Borders is the world's largest group of volunteer lawyers from around the globe who stand ready to offer pro bono service to international projects and initiatives. <newline>Our goal is to provide legal support to Rule of Law projects and ,3,Human Rights/International,,13
271,682,Shearman & Sterling,Legal Aid Society,,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,13
271,683,Shearman & Sterling,New York Lawyers for the Public Interest,,New York Lawyers for the Public Interest,OUR MISSION <newline>New York Lawyers for the Public Interest is a nonprofit civil rights law firm that strives for social justice. In partnership with member law firms corporate law departments and other organizations NYLPI helps underrepresented peop,2,Legal Services,,13
271,684,Shearman & Sterling,Robin Hood Foundation,,Robin Hood Foundation,Since 1988 Robin Hood has targeted poverty in New York City. By applying sound investment principles to philanthropy we've helped the best programs save lives and change fates. <newline> http://www.robinhood.org/approach.aspx <newline>,3,Nonprofits,,13
271,685,Shearman & Sterling,Sanctuary for Families,,Sanctuary for Families,Sanctuary for Families envisions a society in which freedom from domestic violence is a basic human right. We are dedicated to the safety healing and self-sufficiency of battered women and their children. To that end we offer a broad range of high qual,3,Women's Rights,,13
271,686,Shearman & Sterling,Volunteer Lawyers for the Arts,,Volunteer Lawyers for the Arts,Our Mission <newline>Since 1969 Volunteer Lawyers for the Arts has been the leading provider of pro bono legal services mediation services educational programs and publications and advocacy to the arts community in the New York area. Through public ad,1,Culture,,13
272,696,Sheppard Mullin,Bet Tzedek,,Bet Tzedek,Bet Tzedek The House of Justice provides free legal assistance to thousands of people who would otherwise be denied access to the legal system underpinning our democracy. http://www.bettzedek.org/mission.html,2,Legal Services,,77
272,697,Sheppard Mullin,Children's Law Center,,Children's Law Center,The Children's Law Center (CLC) envisions a future for the District of Columbia in which every child has a safe home a meaningful education and a healthy mind and body. We work towards this vision by providing legal services to at-risk children and their,3,Children,,77
272,695,Sheppard Mullin,Lawyers Committee for Civil Rights of the San Francisco Bay Area,,Lawyers Committee for Civil Rights of the San Francisco Bay Area,OUR MISSION <newline>The Lawyers' Committee for Civil Rights champions the legal rights of people of color poor people immigrants and refugees with a special commitment to African-Americans.http://www.lccr.com/,3,Civil Rights/Civil Liberties,,77
272,692,Sheppard Mullin,Legal Aid Foundation of Los Angeles,,Legal Aid Foundation of Los Angeles,Mission <newline>The Legal Aid Foundation of Los Angeles (LAFLA) is the frontline law firm for low-income people in Los Angeles. LAFLA is committed to promoting access to justice strengthening communities fighting discrimination and effecting systemic ,2,Legal Services,,77
272,688,Sheppard Mullin,Legal Aid Society of San Diego,,Legal Aid Society of San Diego,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,77
272,690,Sheppard Mullin,Mama's Kitchen (AIDS/HIV organization),,Mama's Kitchen (AIDS/HIV organization),Our Mission <newline>At Mama's Kitchen we believe that every person is entitled to the basic necessity of life - nutritious food. As a volunteer-driven not-for-profit organization we prepare and deliver food to men women and children who are affected b,3,Health/Disability,,77
272,691,Sheppard Mullin,Project Concern International,,Project Concern International,Project Concern International is a non-profit health and humanitarian aid organization dedicated to preventing disease improving community health and promoting sustainable development. In places where access to health care is severely limited the best ,3,Health/Disability,,77
272,693,Sheppard Mullin,Public Counsel,,Public Counsel,Public Counsel is dedicated to advancing equal justice under law by delivering pro bono legal services to indigent and underrepresented children and adults throughout Los Angeles County ensuring that other community-based organizations serving this popul,2,Legal Services,,77
272,694,Sheppard Mullin,Public Law Center,,Public Law Center,The Public Law Center (PLC) Orange County's pro bono law firm is committed to providing access to justice for low income residents. Through volunteers and staff PLC provides free civil legal services including counseling individual representation co,2,Legal Services,,77
272,689,Sheppard Mullin,San Diego Volunteer Lawyer Program,,San Diego Volunteer Lawyer Program,To provide equal access to the justice system by serving as a bridge between indigent and other disadvantaged people in San Diego County and the volunteer lawyers and others who are willing to donate their time and resources.http://sdvlp.org/,2,Legal Services,,77
274,698,Sidley Austin,ACLU,,ACLU,The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country.http://ww,3,Civil Rights/Civil Liberties,,5
274,706,Sidley Austin,Alliance for Children's Rights,,Alliance for Children's Rights,The Alliance for Children's Rights is protecting the rights and futures of abused and impoverished children throughout Los Angeles County in hopes of creating a world in which all children are able to have a safe and permanent family access to quality h,3,Children,,5
274,699,Sidley Austin,CARPLS (Coordinated Advice and Referral Program for Legal Services),,CARPLS (Coordinated Advice and Referral Program for Legal Services),CARPLS is an innovative legal aid service that offers an immediate response to the every day legal problems confronting low-income residents of Cook County. CARPLS' Legal Aid Hotline and court-based Advice Desks give low-income clients direct access to ex,2,Legal Services,,5
274,700,Sidley Austin,Center for Disability & Elder Law,,Center for Disability & Elder Law,Founded in 1984 by the Young Lawyers Section of the Chicago Bar Association CDEL is a 501(c)(3) nonprofit organization dedicated to protecting and advancing the legal rights of low-income persons with disabilities and senior citizens in Cook County.,3,Health/Disability,,5
274,702,Sidley Austin,Community Economic Development Law Project,,Community Economic Development Law Project,The Community Economic Development Law Project was launched in 1985 to respond to an unmet need in the delivery of legal services. The rationale was simple: initiatives undertaken by low-income communities require the same legal expertise including tax ,3,Business/Economic Development,,5
274,707,Sidley Austin,Downtown Women's Center,,Downtown Women's Center,  The mission of the Downtown Women's Center is to provide permanent supportive housing and a safe and healthy community fostering dignity respect and personal stability and to advocate ending homelessness for women.  DWC is committed to providing the ,3,Women's Rights,,5
274,703,Sidley Austin,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,5
274,701,Sidley Austin,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,5
274,704,Sidley Austin,National Center for Homelessness and Poverty,,National Center for Homelessness and Poverty,Lawyers Working to End Homelessness <newline>The mission of NLCHP is to prevent and end homelessness by serving as the legal arm of the nationwide movement to end homelessness. To achieve its mission the organization pursues three main strategies: <newli,3,Housing/Homeless,,5
274,708,Sidley Austin,New York Bar Association,Association of the bar of the city of new york,Association of the bar of the city of new york,vague?,4,Profession,,5
274,705,Sidley Austin,Public Interest Law Initiative,,Public Interest Law Initiative,The Public Interest Law Initiative (PILI) cultivates a lifelong commitment to public interest law throughout all <newline>of the stages of an individual's legal career. For law students PILI encourages pro bono participation as <newline>well as law stude,4,Profession,,5
277,709,Simpson Thacher,Campaign for Fiscal Equity,,Campaign for Fiscal Equity,Founded in 1993 The Campaign for Fiscal Equity Inc. a not-for-profit corporation is a coalition of parent organizations community school boards concerned citizens and advocacy groups. We seek to reform New York State's school finance system to ensu,3,Education,,20
277,711,Simpson Thacher,Doctors without Borders,,Doctors without Borders,Doctors Without Borders/MÌ©decins Sans FrontiÌ¬res (MSF) is an international medical humanitarian organization created by doctors and journalists in France in 1971. <newline>Today MSF provides aid in nearly 60 countries to people whose survival is threat,3,Human Rights/International,,20
277,716,Simpson Thacher,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,20
277,710,Simpson Thacher,Lawyers Alliance for New York,,Lawyers Alliance for New York, <newline>Mission <newline>Lawyers Alliance for New York is the leading provider of business and transactional legal services for nonprofit organizations that are improving the quality of life in New York City neighborhoods. Our network of pro bono lawyer,3,Nonprofits,,20
277,717,Simpson Thacher,Legal Aid Society,,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,20
277,715,Simpson Thacher,Legal Services for New York City,,Legal Services for New York City,Legal Services for New York City - Brooklyn Branch and its Board of Legal Assistance for the Jewish Poor has as its mission the application of Chesed (kindness) to the delivery of legal services for the poor. Helping low-income people in Brooklyn to see,2,Legal Services,,20
277,712,Simpson Thacher,Natural Resources Defense Council,,Natural Resources Defense Council,About NRDC: Mission Statement <newline>The Natural Resources Defense Council's purpose is to safeguard the Earth: its people its plants and animals and the natural systems on which all life depends. <newline>We work to restore the integrity of the elemen,3,Environment,,20
277,714,Simpson Thacher,New York Lawyers for the Public Interest,,New York Lawyers for the Public Interest,OUR MISSION <newline>New York Lawyers for the Public Interest is a nonprofit civil rights law firm that strives for social justice. In partnership with member law firms corporate law departments and other organizations NYLPI helps underrepresented peop,2,Legal Services,,20
277,713,Simpson Thacher,Robin Hood Foundation,,Robin Hood Foundation,Since 1988 Robin Hood has targeted poverty in New York City. By applying sound investment principles to philanthropy we've helped the best programs save lives and change fates. <newline> http://www.robinhood.org/approach.aspx <newline>,3,Nonprofits,,20
279,718,Skadden,Bet Tzedek,,Bet Tzedek,Bet Tzedek The House of Justice provides free legal assistance to thousands of people who would otherwise be denied access to the legal system underpinning our democracy. http://www.bettzedek.org/mission.html,2,Legal Services,,1
279,719,Skadden,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,1
279,720,Skadden,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,1
279,721,Skadden,Lawyers Alliance for New York,,Lawyers Alliance for New York, <newline>Mission <newline>Lawyers Alliance for New York is the leading provider of business and transactional legal services for nonprofit organizations that are improving the quality of life in New York City neighborhoods. Our network of pro bono lawyer,3,Nonprofits,,1
279,722,Skadden,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,1
279,725,Skadden,New York Lawyers for the Public Interest,,New York Lawyers for the Public Interest,OUR MISSION <newline>New York Lawyers for the Public Interest is a nonprofit civil rights law firm that strives for social justice. In partnership with member law firms corporate law departments and other organizations NYLPI helps underrepresented peop,2,Legal Services,,1
279,724,Skadden,New York Legal Assistance Group,,New York Legal Assistance Group,The New York Legal Assistance Group (NYLAG) is a nonprofit organization that offers vulnerable New Yorkers the legal help they critically need. NYLAG's mission is to provide free civil legal services to poor and near poor individuals and families residin,2,Legal Services,,1
279,726,Skadden,Public Counsel,,Public Counsel,Public Counsel is dedicated to advancing equal justice under law by delivering pro bono legal services to indigent and underrepresented children and adults throughout Los Angeles County ensuring that other community-based organizations serving this popul,2,Legal Services,,1
279,727,Skadden,Volunteer Lawyers for the Arts,,Volunteer Lawyers for the Arts,Our Mission <newline>Since 1969 Volunteer Lawyers for the Arts has been the leading provider of pro bono legal services mediation services educational programs and publications and advocacy to the arts community in the New York area. Through public ad,1,Culture,,1
,,Snell and Wilmer,And Justice For All Foundation,,And Justice For All Foundation,"The mission of the ""AND JUSTICE FOR ALL"" campaign is to facilitate access to the justice system for all Utahns regardless of their ability to pay for legal assistance and for those otherwise disenfranchised by reason of disability migrant status race ethnicity or age.",2,Legal Services,,113
,,Snell and Wilmer,Best Friends Animal Sanctuary,,Best Friends Animal Sanctuary,We want to create awareness within our community about the immediate need to reduce the number of unwanted and discarded animals. The cornerstone of our program is to educate and promote the concept of spaying and neutering.,3,Animals,,113
,,Snell and Wilmer,Maricopa County Volunteer Lawyers Program,,Maricopa County Volunteer Lawyers Program,Since 1981 the Volunteer Lawyers Program has been uniting those in need with volunteer attorneys whose generous counsel gives thousands of Arizonans new hope for a better life. And the need is growing every year.,2,Legal Services,,113
,,Snell and Wilmer,The Sundance Institute,,The Sundance Institute,Since 1981 Sundance Institute has evolved to become an internationally-recognized nonprofit organization that actively advances the work of risk-taking storytellers worldwide. Originally founded by Robert Redford in the mountains of Sundance Utah Sundance Institute has always provided a space for independent artists to explore their stories free from commercial and political pressures.,1,Culture,,113
,,Snell and Wilmer,Volunteer Lawyers Program of Southern Arizona,,Volunteer Lawyers Program of Southern Arizona,In order to bring hope and justice to those who are less fortunate the Volunteer Lawyers Program of Southern Arizona Legal Aid matches attorneys who wish to do pro bono work with low-income clients in need of civil legal assistance.,2,Legal Services,,113
285,730,Sonnenschein,Bet Tzedek,,Bet Tzedek,Bet Tzedek The House of Justice provides free legal assistance to thousands of people who would otherwise be denied access to the legal system underpinning our democracy. http://www.bettzedek.org/mission.html,2,Legal Services,,48
285,737,Sonnenschein,Human Rights Watch,,Human Rights Watch, <newline>Human Rights Watch is a nonprofit nongovernmental human rights organization made up of more than 275 staff members around the globe. Its staff consists of human rights professionals including country experts lawyers journalists and academics,3,Human Rights/International,,48
285,734,Sonnenschein,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,48
285,735,Sonnenschein,Lawyers Alliance for New York,,Lawyers Alliance for New York, <newline>Mission <newline>Lawyers Alliance for New York is the leading provider of business and transactional legal services for nonprofit organizations that are improving the quality of life in New York City neighborhoods. Our network of pro bono lawyer,3,Nonprofits,,48
285,731,Sonnenschein,Lawyers Committee for Civil Rights of the San Francisco Bay Area,,Lawyers Committee for Civil Rights of the San Francisco Bay Area,OUR MISSION <newline>The Lawyers' Committee for Civil Rights champions the legal rights of people of color poor people immigrants and refugees with a special commitment to African-Americans.http://www.lccr.com/,3,Civil Rights/Civil Liberties,,48
285,733,Sonnenschein,Lawyers for the Creative Arts,,Lawyers for the Creative Arts,"In 1972 a group of young lawyers formed what they called the \Creative City Committee\"" to determine ways to work more closely with the life of the city. They targeted the artistic community and created a pro bono art and law organization Lawyers for t",1,Culture,,48
285,729,Sonnenschein,Legal Aid Foundation of Los Angeles,,Legal Aid Foundation of Los Angeles,Mission <newline>The Legal Aid Foundation of Los Angeles (LAFLA) is the frontline law firm for low-income people in Los Angeles. LAFLA is committed to promoting access to justice strengthening communities fighting discrimination and effecting systemic ,2,Legal Services,,48
285,732,Sonnenschein,Midwest Immigration and Human Rights Center,,Midwest Immigration and Human Rights Center,Our Mission <newline>The Midwest Coalition for Human Rights is a network of 48 advocacy organizations service providers and university-based human rights centers collaborating to promote and protect human rights in our Midwest region in the U.S. and i,3,Immigration,,48
285,728,Sonnenschein,Public Counsel,,Public Counsel,Public Counsel is dedicated to advancing equal justice under law by delivering pro bono legal services to indigent and underrepresented children and adults throughout Los Angeles County ensuring that other community-based organizations serving this popul,2,Legal Services,,48
285,736,Sonnenschein,Valencia 826,,Valencia 826,Founded in 2002 by author Dave Eggers and educator NÌ_nive Calegari 826 Valencia is dedicated to supporting students ages 6 to 18 with their writing skills and to helping teachers get their students excited about the writing. Our work is based on the un,3,Education,,48
290,746,Steptoe & Johnson,AARP Legal Counsel for the Elderly,,AARP Legal Counsel for the Elderly,For more than 50 years AARP has been serving its members and creating positive social change. <newline>AARP's mission is to enhance the quality of life for all as we age leading positive social change and delivering value to members through information,3,Elder,,78
290,743,Steptoe & Johnson,ACLU,,ACLU,The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country.http://ww,3,Civil Rights/Civil Liberties,,78
290,740,Steptoe & Johnson,Children's Law Center,,Children's Law Center,The Children's Law Center (CLC) envisions a future for the District of Columbia in which every child has a safe home a meaningful education and a healthy mind and body. We work towards this vision by providing legal services to at-risk children and their,3,Children,,78
290,744,Steptoe & Johnson,D.C. Employment Justice Center,,D.C. Employment Justice Center,Echoing Green has modeled our fellowship program around our distinct approach to social change: Social entrepreneurs play a vital role in fostering societal change      * The next big idea for social change will come from a robust pipeline of new leaders ,3,Labor,,78
290,741,Steptoe & Johnson,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,78
290,738,Steptoe & Johnson,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,78
290,739,Steptoe & Johnson,Legal Aid Society,,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,78
290,742,Steptoe & Johnson,Legal Clinic for the Homeless,,Legal Clinic for the Homeless,The Mission of WLCH <newline>The Washington Legal Clinic for the Homeless works to end the unnecessary suffering caused by poverty and advocates for justice for people who are homeless or at-risk of becoming homeless in Washington DC. <newline>We envisio,3,Housing/Homeless,,78
290,747,Steptoe & Johnson,Public Defender Service,,Public Defender Service,The Public Defender Service for the District of Columbia (PDS) provides and promotes quality legal representation to indigent adults and children facing a loss of liberty in the District of Columbia and thereby protects society's interest in the fair admi,3,Prisoner's Rights,,78
290,745,Steptoe & Johnson,Veterans Pro Bono Consortium,,Veterans Pro Bono Consortium,The Veterans Consortium Pro Bono Program (Program) was created in 1992 with a dual mission: to recruit and train attorneys in the fledgling field of veterans' law; and to provide assistance to unrepresented appellants at the U.S. Court of Appeals for Vet,3,Veteran,,78
296,748,Stroock & Stroock,Association of the bar of the city of new york,,Association of the bar of the city of new york,The public good remains one of the Association's highest priorities. The Legal Referral Service jointly sponsored by the Association and the New York County Lawyers' Association provides an array of services directly aimed at serving the needs of the pu,2,Legal Services,,79
296,752,Stroock & Stroock,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,79
296,749,Stroock & Stroock,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,79
296,750,Stroock & Stroock,King's County district attorney's office,,King's County district attorney's office,http://www.brooklynda.org/,3,Prisoner's Rights,,79
296,751,Stroock & Stroock,Lawyers Alliance for New York,,Lawyers Alliance for New York, <newline>Mission <newline>Lawyers Alliance for New York is the leading provider of business and transactional legal services for nonprofit organizations that are improving the quality of life in New York City neighborhoods. Our network of pro bono lawyer,3,Nonprofits,,79
296,757,Stroock & Stroock,Legal Aid Society,,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,79
296,753,Stroock & Stroock,MFY Legal Services Inc.,,MFY Legal Services Inc.,Mission <newline>MFY's mission is to ensure that no poor New Yorker is denied equal access to justice because he or she cannot afford representation. <newline>Philosophy & Practice <newline>MFY was founded on the principle of equal access to justice throu,2,Legal Services,,79
296,754,Stroock & Stroock,New York Lawyers for the Public Interest,,New York Lawyers for the Public Interest,OUR MISSION <newline>New York Lawyers for the Public Interest is a nonprofit civil rights law firm that strives for social justice. In partnership with member law firms corporate law departments and other organizations NYLPI helps underrepresented peop,2,Legal Services,,79
296,755,Stroock & Stroock,Pratt Area Community Council,,Pratt Area Community Council,PACC embraces a vision in which people strive together to build an <newline>equitable diverse engaged and flourishing community in central Brooklyn. <newline>In our work as a community development corporation PACC pursues five major goals: <newline>fi,3,Business/Economic Development,,79
296,756,Stroock & Stroock,Sanctuary for Families,,Sanctuary for Families,Sanctuary for Families envisions a society in which freedom from domestic violence is a basic human right. We are dedicated to the safety healing and self-sufficiency of battered women and their children. To that end we offer a broad range of high qual,3,Women's Rights,,79
297,766,Sullivan & Cromwell,ACLU,,ACLU,The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country.http://ww,3,Civil Rights/Civil Liberties,,11
297,759,Sullivan & Cromwell,Human Rights First,,Human Rights First,Our Mission <newline>Human Rights First believes that building respect for human rights and the rule of law will help ensure the dignity to which every individual is entitled and will stem tyranny extremism intolerance and violence. <newline>Human Righ,3,Human Rights/International,,11
297,761,Sullivan & Cromwell,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,11
297,758,Sullivan & Cromwell,Lawyers Alliance for New York,,Lawyers Alliance for New York, <newline>Mission <newline>Lawyers Alliance for New York is the leading provider of business and transactional legal services for nonprofit organizations that are improving the quality of life in New York City neighborhoods. Our network of pro bono lawyer,3,Nonprofits,,11
297,767,Sullivan & Cromwell,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,11
297,760,Sullivan & Cromwell,Legal Aid Society,,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,11
297,765,Sullivan & Cromwell,New York Lawyers for the Public Interest,,New York Lawyers for the Public Interest,OUR MISSION <newline>New York Lawyers for the Public Interest is a nonprofit civil rights law firm that strives for social justice. In partnership with member law firms corporate law departments and other organizations NYLPI helps underrepresented peop,2,Legal Services,,11
297,762,Sullivan & Cromwell,Sanctuary for Families,,Sanctuary for Families,Sanctuary for Families envisions a society in which freedom from domestic violence is a basic human right. We are dedicated to the safety healing and self-sufficiency of battered women and their children. To that end we offer a broad range of high qual,3,Women's Rights,,11
297,763,Sullivan & Cromwell,Volunteer Lawyers for the Arts,,Volunteer Lawyers for the Arts,Our Mission <newline>Since 1969 Volunteer Lawyers for the Arts has been the leading provider of pro bono legal services mediation services educational programs and publications and advocacy to the arts community in the New York area. Through public ad,1,Culture,,11
297,764,Sullivan & Cromwell,Volunteers of Legal Service,,Volunteers of Legal Service,The mission of Volunteers of Legal Service (VOLS) is to provide pro bono civil legal services to benefit poor people in New York City. We identify areas of legal need create projects to meet these needs and recruit and train volunteer lawyers to provide,2,Legal Services,,11
299,768,Sutherland Asbill,A Business Commitment Project,,A Business Commitment Project,The ABA Business Law Pro Bono Project is a joint effort between the ABA Standing Committee on Pro Bono and Public Service and the Section of Business Law. The Project provides resources technical assistance training and other information to business law,4,Profession,connects business lawyers with pro bono opps. ,97
299,775,Sutherland Asbill,ACLU,,ACLU,The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country.http://ww,3,Civil Rights/Civil Liberties,,97
299,770,Sutherland Asbill,Atlanta Legal Aid Society,,Atlanta Legal Aid Society,Atlanta Legal Aid Society's primary function is to provide referrals and legal representation to people who otherwise cannot obtain access to the court system - the poor minorities the elderly those disabled by mental illness or long term diseases and,2,Legal Services,,97
299,774,Sutherland Asbill,Atlanta Volunteer Lawyers Foundation,Atlanta Volunteer Lawyer's Foundation,Atlanta Volunteer Lawyer's Foundation,The Atlanta Volunteer Lawyers Foundation (AVLF) coordinates the provision of free civil legal services for low-income Fulton County residents by private lawyers. Twelve hundred or more times per year these pro bono services are offered in response to the,2,Legal Services,,97
299,771,Sutherland Asbill,D.C. Bar Pro Bono Clinic,D.C. Bar,D.C. Bar,Our Mission <newline>The D.C. Bar Pro Bono Program strives to mobilize the private bar to assist in making legal advice and representation fully available to low‰ÛÒincome persons in the District of Columbia. <newline>Program activities include: <newline> ,2,Legal Services,,97
299,772,Sutherland Asbill,Georgia Legal Service Program,,Georgia Legal Service Program,Mission <newline>The mission of the Georgia Legal Services Program is to provide access to justice and opportunities out of poverty for Georgians with low-incomes. <newline>Our lawyers and paralegals provide the help that reflects your community's values ,2,Legal Services,,97
299,776,Sutherland Asbill,Habitat for Humanity,,Habitat for Humanity,Habitat for Humanity Mission <newline>Habitat for Humanity works in partnership with God and people everywhere from all walks of life to develop communities with people in need by building and renovating houses so that there are decent houses in decent ,3,Housing/Homeless,,97
299,773,Sutherland Asbill,Lawyers Committee for Civil Rights Under Law,,Lawyers Committee for Civil Rights Under Law,The Lawyers' Committee for Civil Rights Under Law a nonpartisan nonprofit organization was formed in 1963 at the request of President John F. Kennedy to involve the private bar in providing legal services to address racial discrimination. The principal,3,Civil Rights/Civil Liberties,,97
299,777,Sutherland Asbill,MELD/EvenStart,,MELD/EvenStart,MELD/EvenStart Inc. provides family literacy and family support services to youth parents and their families ages 0 -24 focused on improving parent child interaction school readiness parents' role as teachers citizens workers and life long learners. ,3,Children,,97
299,769,Sutherland Asbill,Washington Lawyers Committee for Civil Rights and Urban Affairs,,Washington Lawyers Committee for Civil Rights and Urban Affairs,The Washington Lawyers' Committee for Civil Rights and Urban Affairs for 40 years  has represented both individuals and groups seeking to vindicate their civil rights. It has handled over 5000 civil rights cases in employment housing public accommodat,3,Civil Rights/Civil Liberties,,97
